City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
234,Nyrob,60.733,56.7202,40.57,69,100,10.49,RU,2021-09-26 16:22:17
235,Acaponeta,22.4964,-105.3594,81.57,74,100,0.74,MX,2021-09-26 16:22:18
236,Diffa,13.3154,12.6113,98.6,12,6,14.92,NE,2021-09-26 16:22:18
237,Rio Gallegos,-51.6226,-69.2181,46.45,36,40,19.57,AR,2021-09-26 16:21:31
238,Toamasina,-18.1667,49.3833,73.4,88,40,4.61,MG,2021-09-26 16:22:19
239,Koungou,-12.7336,45.2042,76.71,69,0,4.61,YT,2021-09-26 16:22:19
240,General Roca,-39.0333,-67.5833,59.4,18,73,5.95,AR,2021-09-26 16:22:19
241,Champerico,14.3,-91.9167,88.36,72,60,1.81,GT,2021-09-26 16:22:20
242,Masuguru,-11.3667,38.4167,87.93,31,62,10.11,TZ,2021-09-26 16:22:20
243,Brindisi,40.5833,17.6667,81.28,45,52,4.0,IT,2021-09-26 16:17:28
244,Bani,18.2833,-70.3333,90.84,65,7,6.44,DO,2021-09-26 16:22:20
245,Cockburn Town,21.4612,-71.1419,82.78,71,0,5.17,TC,2021-09-26 16:22:21
246,Behbahan,30.5959,50.2417,88.92,15,0,6.49,IR,2021-09-26 16:22:21
247,Mahebourg,-20.4081,57.7,71.89,88,75,19.57,MU,2021-09-26 16:22:22
248,Eltham,-39.4292,174.3,41.45,93,27,1.95,NZ,2021-09-26 16:22:22
249,Tiksi,71.6872,128.8694,34.41,97,100,14.54,RU,2021-09-26 16:22:22
250,Saint-Augustin,51.226,-58.6502,62.83,80,100,7.54,CA,2021-09-26 16:17:27
251,Tambopata,-12.7333,-69.1833,91.29,55,40,6.91,PE,2021-09-26 16:22:23
252,Hambantota,6.1241,81.1185,80.69,80,100,21.25,LK,2021-09-26 16:22:23
253,Cape Town,-33.9258,18.4232,67.87,61,0,1.99,ZA,2021-09-26 16:22:23
254,Raymond,43.9015,-70.4703,72.52,82,72,8.77,US,2021-09-26 16:22:24
255,Ponta Do Sol,32.6667,-17.1,77.72,66,97,2.01,PT,2021-09-26 16:22:24
256,Khatanga,71.9667,102.5,32.9,84,100,7.54,RU,2021-09-26 16:22:24
257,Souillac,-20.5167,57.5167,71.98,88,75,19.57,MU,2021-09-26 16:22:25
258,Hovd,48.0056,91.6419,45.03,22,2,3.8,MN,2021-09-26 16:22:25
259,Vanimo,-2.6741,141.3028,77.47,91,54,3.6,PG,2021-09-26 16:22:26
260,Galdar,28.147,-15.6502,78.35,69,24,11.1,ES,2021-09-26 16:22:26
261,Jinchang,38.4953,102.1739,63.18,44,2,4.65,CN,2021-09-26 16:22:26
262,Bilibino,68.0546,166.4372,25.72,97,100,8.46,RU,2021-09-26 16:22:27
263,Hinton,53.4001,-117.5857,59.11,80,100,4.76,CA,2021-09-26 16:22:27
264,Bengkulu,-3.8004,102.2655,75.47,89,100,1.95,ID,2021-09-26 16:22:28
265,Koshurnikovo,54.1667,93.3,31.73,97,88,4.97,RU,2021-09-26 16:22:28
266,Geraldton,-28.7667,114.6,62.13,72,40,9.22,AU,2021-09-26 16:22:29
267,Karratha,-20.7377,116.8463,73.8,46,1,14.0,AU,2021-09-26 16:22:29
268,Reconquista,-29.15,-59.65,86.32,23,0,6.71,AR,2021-09-26 16:22:29
269,Launceston,-41.45,147.1667,37.62,92,90,6.91,AU,2021-09-26 16:22:30
270,Adrar,20.5022,-10.0711,105.42,10,10,10.47,MR,2021-09-26 16:22:30
271,Salinas,36.6777,-121.6555,62.71,81,90,4.61,US,2021-09-26 16:21:40
272,Saldanha,-33.0117,17.9442,77.05,78,3,9.57,ZA,2021-09-26 16:22:31
273,Kailua,21.4022,-157.7394,78.78,78,75,12.66,US,2021-09-26 16:22:31
